spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0000_depth100,0.0,0.0,0.9498901666882026,0.0,0.0,0.0,0.0,0.0,0.0,0.029228582504199508,0.0,0.02088125080759788,0.0
mix_0000_depth25,0.0,0.0,0.9512144488270708,0.0,0.0,0.0,0.0,0.0,0.0,0.026883952667635456,0.0,0.021901598505293753,0.0
mix_0001_depth100,0.0,0.0,0.979968687670234,0.0,0.0,0.0,0.0,0.0,0.0,0.00887897570077423,0.0,0.011152336628991786,0.0
mix_0001_depth25,0.0,0.0,0.9812478690760313,0.0,0.0,0.0,0.0,0.0,0.0,0.008353221957040573,0.0,0.01039890896692806,0.0
mix_0002_depth100,0.0,0.0,0.9042016189724481,0.0,0.0,0.0,0.0,0.0,0.0,0.07467097413682336,0.0,0.021127406890728537,0.0
mix_0002_depth25,0.0,0.0,0.9040644452581472,0.0,0.0,0.0,0.0,0.0,0.0,0.07447821310875137,0.0,0.021457341633101427,0.0
mix_0003_depth100,0.0,0.0,0.9053913224719491,0.0,0.0,0.08236356688783131,0.0,0.0,0.0,0.012245110640219544,0.0,0.0,0.0
mix_0003_depth25,0.0,0.0,0.9052449965493444,0.0,0.0,0.08309178743961353,0.0,0.0,0.0,0.011663216011042098,0.0,0.0,0.0
mix_0004_depth100,0.0,0.0,0.931112403794523,0.0,0.0,0.04266601038124217,0.0,0.0,0.0,0.026221585824234832,0.0,0.0,0.0
mix_0004_depth25,0.0,0.0,0.9298859861747015,0.0,0.0,0.043450938145255406,0.0,0.0,0.0,0.026663075680043093,0.0,0.0,0.0
mix_0005_depth100,0.0,0.0,0.8369542339982694,0.0,0.0,0.11405252449662075,0.0,0.0,0.0,0.048993241505109794,0.0,0.0,0.0
mix_0005_depth25,0.0,0.0,0.8323532157192196,0.0,0.0,0.11920097078316065,0.0,0.0,0.0,0.048445813497619714,0.0,0.0,0.0
mix_0006_depth100,0.0,0.0,0.7757435432281472,0.0,0.08399770850241085,0.0,0.0,0.0,0.0,0.14025874826944193,0.0,0.0,0.0
mix_0006_depth25,0.0,0.0,0.771767179585205,0.0,0.08592181974577082,0.0,0.0,0.0,0.0,0.1423110006690242,0.0,0.0,0.0
mix_0007_depth100,0.0,0.0,0.9485413197691659,0.0,0.03542346205606624,0.0,0.0,0.0,0.0,0.016035218174767912,0.0,0.0,0.0
mix_0007_depth25,0.0,0.0,0.9481054365733114,0.0,0.0343218012081274,0.0,0.0,0.0,0.0,0.01757276221856123,0.0,0.0,0.0
mix_0008_depth100,0.0,0.0,0.9325718182593129,0.0,0.02533884579319751,0.0,0.0,0.0,0.0,0.04208933594748956,0.0,0.0,0.0
mix_0008_depth25,0.0,0.0,0.9331278362873534,0.0,0.025430259440020548,0.0,0.0,0.0,0.0,0.04144190427262608,0.0,0.0,0.0
mix_0009_depth100,0.029970117771137283,0.0,0.8875021972227105,0.0,0.0,0.0,0.0,0.0,0.0,0.08252768500615222,0.0,0.0,0.0
mix_0009_depth25,0.03164406376397811,0.0,0.8872234118486795,0.0,0.0,0.0,0.0,0.0,0.0,0.08113252438734238,0.0,0.0,0.0
mix_0010_depth100,0.06682468775640442,0.0,0.9118120764578965,0.0,0.0,0.0,0.0,0.0,0.0,0.02136323578569909,0.0,0.0,0.0
mix_0010_depth25,0.06276923076923077,0.0,0.913723076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.02350769230769231,0.0,0.0,0.0
mix_0011_depth100,0.03125609835425747,0.0,0.903922461458401,0.0,0.0,0.0,0.0,0.0,0.0,0.06482144018734144,0.0,0.0,0.0
mix_0011_depth25,0.0300401398420303,0.0,0.9040528292114464,0.0,0.0,0.0,0.0,0.0,0.0,0.06590703094652337,0.0,0.0,0.0
mix_0012_depth100,0.0,0.0,0.944134191661759,0.0,0.0,0.0,0.02211481834981622,0.0,0.0,0.033750989988424754,0.0,0.0,0.0
mix_0012_depth25,0.0,0.0,0.9442035506831383,0.0,0.0,0.0,0.022171316370776406,0.0,0.0,0.03362513294608525,0.0,0.0,0.0
mix_0013_depth100,0.0,0.0,0.8295929097190927,0.0,0.0,0.0,0.017875920084121977,0.0,0.0,0.15253117019678533,0.0,0.0,0.0
mix_0013_depth25,0.0,0.0,0.8292444769925547,0.0,0.0,0.0,0.017698034907848163,0.0,0.0,0.1530574880995972,0.0,0.0,0.0
mix_0014_depth100,0.0,0.0,0.9209345447802707,0.0,0.0,0.0,0.04238828110513629,0.0,0.0,0.03667717411459299,0.0,0.0,0.0
mix_0014_depth25,0.0,0.0,0.9211099811128868,0.0,0.0,0.0,0.04402150225192503,0.0,0.0,0.03486851663518815,0.0,0.0,0.0
mix_0015_depth100,0.0,0.0,0.9393735717166286,0.0,0.0,0.0,0.0,0.046982121252856564,0.0,0.013644307030514854,0.0,0.0,0.0
mix_0015_depth25,0.0,0.0,0.9418614987998933,0.0,0.0,0.0,0.0,0.04631522802026847,0.0,0.011823273179838207,0.0,0.0,0.0
mix_0016_depth100,0.0,0.0,0.9516295359470766,0.0,0.0,0.0,0.0,0.024905146415020916,0.0,0.02346531763790252,0.0,0.0,0.0
mix_0016_depth25,0.0,0.0,0.9512994614844299,0.0,0.0,0.0,0.0,0.025208772340591587,0.0,0.023491766174978536,0.0,0.0,0.0
mix_0017_depth100,0.0,0.0,0.9644699290445893,0.0,0.0,0.0,0.0,0.016416620846752022,0.0,0.019113450108658656,0.0,0.0,0.0
mix_0017_depth25,0.0,0.0,0.9648645822440657,0.0,0.0,0.0,0.0,0.015058036181114712,0.0,0.020077381574819617,0.0,0.0,0.0
mix_0018_depth100,0.0,0.0,0.9121293949079687,0.030337264410889454,0.0,0.0,0.0,0.0,0.0,0.05753334068114185,0.0,0.0,0.0
mix_0018_depth25,0.0,0.0,0.912218003127094,0.030377484922939468,0.0,0.0,0.0,0.0,0.0,0.05740451194996649,0.0,0.0,0.0
